===== WPFI OUTPUT =====
dataset = D:\Phan-mem-huong-doi-tuong-main\src\data\chess.txt
input   = D:\Phan-mem-huong-doi-tuong-main\src\input.txt
MSUP=3  T=0.15  useExactTail=false
transactions=500
----------------------------------------------
Itemset	k	mu	pTail	avgW	score
{3, 36}	2	111.012185	1.000000	0.578374	0.578374
{21, 28}	2	40.275753	1.000000	0.578055	0.578054
{66, 69}	2	6.641560	0.961246	0.600290	0.577026
{60}	1	248.353082	1.000000	0.576892	0.576892
{15, 25}	2	78.450292	1.000000	0.575880	0.575880
{10}	1	16.786672	0.999992	0.575818	0.575813
{48, 52}	2	124.475770	1.000000	0.575626	0.575626
{40, 7}	2	116.469967	1.000000	0.575323	0.575323
{10, 23}	2	6.571457	0.959178	0.599785	0.575301
{1, 65}	2	22.108201	1.000000	0.575032	0.575032
{23, 55}	2	24.654448	1.000000	0.574940	0.574940
{34, 49}	2	3.785396	0.728736	0.787789	0.574090
{1, 34}	2	123.138012	1.000000	0.573844	0.573844
{13, 32}	2	11.716263	0.999336	0.574003	0.573622
{10, 60}	2	9.298730	0.995100	0.576355	0.573531
{49, 7}	2	3.664950	0.708587	0.808931	0.573199
{32, 54}	2	20.368790	1.000000	0.572823	0.572822
{56, 65}	2	21.688707	1.000000	0.572377	0.572377
{32, 50}	2	13.575540	0.999864	0.572448	0.572370
{14, 72}	2	66.382916	1.000000	0.572286	0.572286
{58, 64}	2	98.293971	1.000000	0.571548	0.571548
{34, 56}	2	116.281677	1.000000	0.571189	0.571189
{23, 25}	2	54.079888	1.000000	0.571014	0.571014
{15, 66}	2	73.519136	1.000000	0.570893	0.570893
{28, 55}	2	6.761478	0.964557	0.591041	0.570092
{12, 3}	2	48.494132	1.000000	0.570011	0.570011
{58, 69}	2	4.288989	0.801260	0.711071	0.569753
{10, 68}	2	7.738144	0.983141	0.579363	0.569595
{12, 18}	2	8.919174	0.993351	0.572878	0.569068
{14, 71}	2	28.416692	1.000000	0.568566	0.568565
{48, 70}	2	77.025189	1.000000	0.568153	0.568153
{42, 64}	2	102.525593	1.000000	0.567270	0.567270
{40, 72}	2	111.753780	1.000000	0.567131	0.567131
{38, 62}	2	90.737159	1.000000	0.567122	0.567122
{15, 21}	2	80.112367	1.000000	0.566820	0.566820
{52, 7}	2	123.261656	1.000000	0.566715	0.566715
{1, 47}	2	27.428332	1.000000	0.566171	0.566170
{23, 66}	2	54.809525	1.000000	0.566027	0.566027
{13, 17}	2	47.777666	1.000000	0.565732	0.565732
{17, 54}	2	87.044326	1.000000	0.564551	0.564551
{17, 50}	2	71.811814	1.000000	0.564176	0.564176
{47, 56}	2	22.967329	1.000000	0.563516	0.563515
{40, 71}	2	37.010475	1.000000	0.563411	0.563410
{1, 73}	2	20.286118	1.000000	0.563122	0.563121
{21, 23}	2	54.764245	1.000000	0.561954	0.561954
{18, 58}	2	12.967703	0.999771	0.561426	0.561297
{36, 62}	2	125.369337	1.000000	0.561156	0.561156
{19, 32}	2	14.436570	0.999936	0.560691	0.560655
{56, 73}	2	18.390133	0.999998	0.560467	0.560465
{27, 38}	2	61.170872	1.000000	0.560253	0.560253
{14, 65}	2	11.793760	0.999378	0.560523	0.560174
{74, 9}	2	116.832220	1.000000	0.560116	0.560116
{14, 34}	2	68.992330	1.000000	0.559335	0.559335
{7, 70}	2	83.287756	1.000000	0.559243	0.559243
{17, 20}	2	21.770635	1.000000	0.558809	0.558809
{28, 74}	2	36.911368	1.000000	0.558801	0.558801
{3, 58}	2	108.636648	1.000000	0.558559	0.558559
{52, 72}	2	111.231296	1.000000	0.558524	0.558524
{31, 64}	2	88.639270	1.000000	0.558246	0.558246
{51, 55}	2	10.021438	0.997279	0.559526	0.558003
{18, 42}	2	13.968645	0.999903	0.557148	0.557094
{32, 44}	2	18.574534	0.999998	0.556619	0.556618
{24, 64}	2	52.002090	1.000000	0.556566	0.556566
{25, 51}	2	46.109279	1.000000	0.555600	0.555600
{40, 65}	2	22.489868	1.000000	0.555368	0.555368
{28, 73}	2	3.938869	0.752802	0.737099	0.554889
{52, 71}	2	41.012127	1.000000	0.554804	0.554803
{55, 68}	2	23.176219	1.000000	0.554518	0.554517
{27, 36}	2	88.901385	1.000000	0.554287	0.554287
{3, 42}	2	104.068383	1.000000	0.554282	0.554282
{34, 40}	2	112.312520	1.000000	0.554180	0.554180
{69, 72}	2	3.679435	0.711070	0.778934	0.553877
{32, 5}	2	18.030019	0.999997	0.553844	0.553843
{12, 62}	2	48.588656	1.000000	0.552794	0.552794
{17, 19}	2	85.242875	1.000000	0.552420	0.552420
{14, 47}	2	14.184026	0.999920	0.551662	0.551617
{17, 39}	2	32.834117	1.000000	0.551520	0.551520
{55, 60}	2	26.655765	1.000000	0.551510	0.551510
{70, 72}	2	76.337797	1.000000	0.551051	0.551051
{51, 66}	2	45.249109	1.000000	0.550613	0.550613
{25, 68}	2	126.857832	1.000000	0.550591	0.550591
{17, 44}	2	108.307123	1.000000	0.548347	0.548347
{14, 73}	2	11.864949	0.999415	0.548613	0.548291
{18, 31}	2	12.478921	0.999652	0.548124	0.547933
{25, 60}	2	129.803837	1.000000	0.547584	0.547584
{15, 74}	2	77.346475	1.000000	0.547566	0.547566
{52, 65}	2	21.913324	1.000000	0.546761	0.546761
{21, 51}	2	45.748470	1.000000	0.546540	0.546540
{40, 47}	2	24.003616	1.000000	0.546507	0.546506
{12, 27}	2	31.163208	1.000000	0.545925	0.545924
{32, 46}	2	13.882392	0.999896	0.545828	0.545771
{66, 68}	2	117.596749	1.000000	0.545605	0.545605
{17, 5}	2	109.103340	1.000000	0.545573	0.545573
{34, 52}	2	122.904501	1.000000	0.545573	0.545573
{3, 31}	2	91.546662	1.000000	0.545258	0.545258
{21, 69}	2	5.541210	0.914138	0.596217	0.545024
{1, 38}	2	90.357543	1.000000	0.544712	0.544712
{24, 3}	2	53.357373	1.000000	0.543577	0.543577
{40, 73}	2	19.021260	0.999999	0.543458	0.543457
{23, 74}	2	52.649355	1.000000	0.542701	0.542701
{60, 66}	2	123.648914	1.000000	0.542597	0.542597
{38, 56}	2	85.081336	1.000000	0.542057	0.542057
{21, 68}	2	124.077136	1.000000	0.541532	0.541532
{58, 62}	2	126.581156	1.000000	0.541342	0.541342
{33, 72}	2	3.731114	0.719795	0.751973	0.541266
{65, 70}	2	11.694375	0.999324	0.539289	0.538924
{1, 36}	2	128.269965	1.000000	0.538746	0.538746
{21, 60}	2	132.794075	1.000000	0.538524	0.538524
{34, 70}	2	77.664346	1.000000	0.538100	0.538100
{60, 69}	2	4.701262	0.847826	0.634585	0.538017
{47, 52}	2	24.359032	1.000000	0.537900	0.537899
{17, 46}	2	85.416819	1.000000	0.537557	0.537557
{32, 39}	2	6.608303	0.960278	0.559792	0.537555
{10, 21}	2	11.151185	0.998933	0.537987	0.537413
{42, 62}	2	120.625828	1.000000	0.537064	0.537064
{10, 66}	2	8.337286	0.989443	0.542060	0.536338
{10, 25}	2	7.542923	0.980401	0.547047	0.536325
{36, 56}	2	119.808441	1.000000	0.536091	0.536091
{64, 9}	2	100.908733	1.000000	0.535906	0.535906
{52, 73}	2	21.651197	1.000000	0.534851	0.534850
{28, 64}	2	40.777145	1.000000	0.534592	0.534591
{27, 58}	2	90.247136	1.000000	0.534473	0.534473
{13, 48}	2	54.062031	1.000000	0.532179	0.532179
{48, 54}	2	94.900031	1.000000	0.530998	0.530998
{48, 50}	2	76.354189	1.000000	0.530623	0.530623
{47, 70}	2	19.609703	0.999999	0.530427	0.530427
{1, 12}	2	45.401280	1.000000	0.530384	0.530384
{14, 38}	2	57.922122	1.000000	0.530203	0.530203
{27, 42}	2	86.506525	1.000000	0.530195	0.530195
{20, 32}	2	5.899621	0.933400	0.567081	0.529313
{31, 62}	2	98.907485	1.000000	0.528040	0.528040
{12, 56}	2	45.268454	1.000000	0.527729	0.527729
{70, 73}	2	14.086342	0.999913	0.527378	0.527332
{51, 74}	2	51.133896	1.000000	0.527287	0.527287
{18, 24}	2	6.772406	0.964845	0.546444	0.527233
{69, 74}	2	5.514369	0.912508	0.576963	0.526483
{24, 62}	2	72.779577	1.000000	0.526360	0.526360
{55}	1	53.056413	1.000000	0.526128	0.526128
{18, 9}	2	14.484809	0.999938	0.525784	0.525752
{11, 32}	2	13.775189	0.999886	0.525473	0.525413
{20, 48}	2	37.962931	1.000000	0.525256	0.525256
{38, 40}	2	88.852465	1.000000	0.525048	0.525048
{14, 36}	2	69.822335	1.000000	0.524237	0.524237
{15, 64}	2	57.269196	1.000000	0.523357	0.523357
{13, 7}	2	53.958576	1.000000	0.523269	0.523269
{3, 9}	2	106.270064	1.000000	0.522918	0.522918
{18, 71}	2	4.582946	0.835539	0.625569	0.522687
{68, 74}	2	116.108514	1.000000	0.522278	0.522278
{25, 55}	2	28.125081	1.000000	0.522202	0.522202
{54, 7}	2	103.600719	1.000000	0.522088	0.522088
{50, 7}	2	78.792664	1.000000	0.521713	0.521713
{29, 32}	2	19.622356	0.999999	0.521704	0.521704
{28, 3}	2	33.770525	1.000000	0.521603	0.521603
{47, 65}	2	3.227098	0.625723	0.833205	0.521355
{27, 31}	2	67.961090	1.000000	0.521171	0.521171
{33, 38}	2	3.809057	0.732563	0.709891	0.520040
{17, 43}	2	4.143984	0.782244	0.664652	0.519920
{24, 27}	2	54.093712	1.000000	0.519491	0.519491
{60, 74}	2	123.028660	1.000000	0.519271	0.519271
{10, 28}	2	4.653634	0.842979	0.615886	0.519179
{36, 40}	2	117.894893	1.000000	0.519082	0.519082
{1, 58}	2	126.568993	1.000000	0.518932	0.518932
{19, 48}	2	83.378935	1.000000	0.518867	0.518867
{23, 64}	2	55.016514	1.000000	0.518491	0.518491
{25}	1	262.466258	1.000000	0.518276	0.518276
{39, 48}	2	36.289894	1.000000	0.517967	0.517967
{55, 66}	2	26.906593	1.000000	0.517215	0.517215
{11, 17}	2	74.454268	1.000000	0.517202	0.517202
{38, 52}	2	93.112981	1.000000	0.516441	0.516441
{20, 7}	2	35.887819	1.000000	0.516346	0.516346
{56, 58}	2	119.039042	1.000000	0.516277	0.516277
{12, 14}	2	26.749433	1.000000	0.515875	0.515874
{13, 72}	2	48.923159	1.000000	0.515077	0.515077
{44, 48}	2	119.176153	1.000000	0.514794	0.514794
{1, 42}	2	123.438079	1.000000	0.514654	0.514654
{54, 72}	2	86.469368	1.000000	0.513896	0.513896
{50, 72}	2	68.246307	1.000000	0.513521	0.513521
{17, 29}	2	105.038045	1.000000	0.513433	0.513433
{25, 66}	2	137.614023	1.000000	0.513289	0.513289
{33, 42}	2	3.952980	0.754926	0.679833	0.513223
{21, 55}	2	27.458022	1.000000	0.513142	0.513142
{10, 74}	2	8.295511	0.989090	0.518734	0.513074
{48, 5}	2	115.008480	1.000000	0.512020	0.512020
{42, 56}	2	115.651189	1.000000	0.511999	0.511999
{12, 73}	2	3.351388	0.650789	0.785507	0.511199
{12, 40}	2	44.153231	1.000000	0.510720	0.510719
{36, 52}	2	127.142034	1.000000	0.510475	0.510475
{15, 3}	2	68.518184	1.000000	0.510368	0.510368
{54, 71}	2	33.970676	1.000000	0.510176	0.510176
{13, 71}	2	10.063388	0.997371	0.511357	0.510012
{19, 7}	2	82.661950	1.000000	0.509956	0.509956
{50, 71}	2	21.526372	1.000000	0.509801	0.509801
{21, 25}	2	138.347963	1.000000	0.509216	0.509216
{39, 7}	2	34.231042	1.000000	0.509057	0.509057
{38, 70}	2	76.781539	1.000000	0.508968	0.508968
{66}	1	255.943449	1.000000	0.508302	0.508302
{20, 72}	2	40.612944	1.000000	0.508154	0.508154
{44, 7}	2	117.184476	1.000000	0.505884	0.505884
{16, 32}	2	10.530430	0.998211	0.506729	0.505822
{62, 9}	2	123.723424	1.000000	0.505700	0.505700
{1, 31}	2	101.997312	1.000000	0.505630	0.505630
{23, 3}	2	56.373654	1.000000	0.505503	0.505503
{3, 69}	2	5.956319	0.936054	0.539765	0.505249
{14, 58}	2	69.558985	1.000000	0.504423	0.504423
{28, 62}	2	38.325318	1.000000	0.504386	0.504385
{21, 66}	2	134.955269	1.000000	0.504229	0.504229
{33, 34}	2	3.516746	0.682239	0.739022	0.504190
{46, 48}	2	94.515087	1.000000	0.504004	0.504004
{1, 24}	2	74.470451	1.000000	0.503950	0.503950
{5, 7}	2	113.026030	1.000000	0.503110	0.503110
{51, 64}	2	41.825548	1.000000	0.503077	0.503077
{33, 9}	2	4.096846	0.775746	0.648469	0.503047
{36, 70}	2	79.999406	1.000000	0.503003	0.503003
{31, 56}	2	91.270872	1.000000	0.502975	0.502975
{42, 49}	2	3.558686	0.689871	0.728599	0.502639
{54, 65}	2	20.978100	1.000000	0.502134	0.502133
{13, 34}	2	54.452469	1.000000	0.502126	0.502126
{12, 52}	2	49.060202	1.000000	0.502113	0.502113
{19, 72}	2	72.326721	1.000000	0.501765	0.501765
{50, 65}	2	11.442185	0.999164	0.501759	0.501339
{24, 56}	2	69.088710	1.000000	0.501295	0.501295
{34, 54}	2	99.649644	1.000000	0.500945	0.500945
{39, 72}	2	27.271609	1.000000	0.500865	0.500865
{34, 50}	2	69.971672	1.000000	0.500570	0.500570
{21}	1	262.300846	1.000000	0.500156	0.500156
{14, 42}	2	68.978250	1.000000	0.500145	0.500145
{20, 71}	2	8.486082	0.990614	0.504434	0.499699
{40, 58}	2	118.564607	1.000000	0.499268	0.499268
{27, 9}	2	92.112562	1.000000	0.498831	0.498831
{16, 17}	2	40.516331	1.000000	0.498458	0.498457
{33, 68}	2	4.411732	0.816248	0.610631	0.498426
{64, 68}	2	101.561556	1.000000	0.498068	0.498068
{19, 71}	2	33.163501	1.000000	0.498045	0.498044
{44, 72}	2	108.928220	1.000000	0.497692	0.497692
{39, 71}	2	26.644345	1.000000	0.497145	0.497145
{18, 28}	2	6.228931	0.947500	0.524470	0.496935
{20, 34}	2	38.989506	1.000000	0.495203	0.495203
{46, 7}	2	97.966675	1.000000	0.495093	0.495093
{60, 64}	2	102.366112	1.000000	0.495061	0.495061
{40, 42}	2	115.152135	1.000000	0.494990	0.494990
{5, 72}	2	107.938621	1.000000	0.494918	0.494918
{12, 70}	2	30.058601	1.000000	0.494640	0.494640
{33, 60}	2	4.391248	0.813815	0.607624	0.494493
{44, 71}	2	34.733784	1.000000	0.493972	0.493972
{55, 74}	2	27.723945	1.000000	0.493889	0.493888
{13, 47}	2	10.570021	0.998269	0.494453	0.493596
{18, 23}	2	6.999263	0.970347	0.508369	0.493295
{47, 54}	2	19.737967	0.999999	0.493272	0.493272
{15, 62}	2	71.972381	1.000000	0.493151	0.493151
{47, 50}	2	19.079604	0.999999	0.492897	0.492896
{10, 64}	2	9.294236	0.995082	0.494524	0.492092
{5, 71}	2	37.637700	1.000000	0.491198	0.491197
{14, 31}	2	57.088556	1.000000	0.491121	0.491121
{52, 58}	2	123.123207	1.000000	0.490661	0.490661
{54, 73}	2	20.023726	1.000000	0.490223	0.490223
{3, 51}	2	37.885986	1.000000	0.490089	0.490088
{19, 65}	2	15.389292	0.999972	0.490002	0.489988
{25, 74}	2	125.629098	1.000000	0.489962	0.489962
{50, 73}	2	13.593594	0.999866	0.489848	0.489783
{14, 24}	2	41.428327	1.000000	0.489441	0.489440
{19, 34}	2	79.726273	1.000000	0.488814	0.488814
{23, 62}	2	53.330867	1.000000	0.488285	0.488285
{34, 39}	2	31.510845	1.000000	0.487914	0.487914
{18, 68}	2	13.774385	0.999886	0.487946	0.487891
{1, 69}	2	7.238611	0.975263	0.500138	0.487766
{20, 47}	2	25.905142	1.000000	0.487530	0.487530
{13, 73}	2	8.641604	0.991703	0.491404	0.487326
{46, 72}	2	83.520163	1.000000	0.486902	0.486902
{42, 52}	2	122.940596	1.000000	0.486383	0.486383
{15, 27}	2	55.744845	1.000000	0.486282	0.486282
{31, 40}	2	94.306291	1.000000	0.485966	0.485966
{44, 65}	2	17.929710	0.999997	0.485930	0.485928
{3, 68}	2	105.680758	1.000000	0.485080	0.485080
{49, 72}	2	3.132034	0.605731	0.800739	0.485033
{66, 74}	2	121.310882	1.000000	0.484976	0.484976
{18, 60}	2	14.002989	0.999906	0.484939	0.484894
{34, 44}	2	116.052840	1.000000	0.484741	0.484741
{24, 40}	2	70.895924	1.000000	0.484286	0.484286
{11, 48}	2	80.333502	1.000000	0.483649	0.483649
{17, 4}	2	16.685517	0.999991	0.483590	0.483586
{64, 69}	2	4.991672	0.874645	0.552754	0.483463
{1, 9}	2	121.113983	1.000000	0.483290	0.483290
{62, 69}	2	5.729153	0.924797	0.522548	0.483250
{58, 70}	2	84.146971	1.000000	0.483188	0.483188
{46, 71}	2	36.617527	1.000000	0.483182	0.483181
{5, 65}	2	18.394271	0.999998	0.483155	0.483154
{3, 60}	2	113.007414	1.000000	0.482073	0.482073
{1, 28}	2	41.291151	1.000000	0.481976	0.481975
{34, 5}	2	117.312067	1.000000	0.481967	0.481967
{23, 27}	2	39.937704	1.000000	0.481416	0.481416
{21, 74}	2	130.387093	1.000000	0.480903	0.480903
{56, 9}	2	118.756360	1.000000	0.480635	0.480635
{29, 48}	2	116.865242	1.000000	0.479880	0.479880
{10, 3}	2	9.713723	0.996501	0.481536	0.479850
{28, 56}	2	37.301638	1.000000	0.479321	0.479320
{10, 24}	2	3.926444	0.750919	0.637860	0.478981
{33, 58}	2	3.615848	0.700049	0.684110	0.478911
{42, 70}	2	80.647140	1.000000	0.478911	0.478911
{19, 73}	2	16.426332	0.999989	0.478092	0.478086
{31, 52}	2	103.367470	1.000000	0.477359	0.477359
{44, 47}	2	24.748920	1.000000	0.477068	0.477068
{24, 52}	2	73.381324	1.000000	0.475679	0.475679
{46, 65}	2	15.539567	0.999976	0.475139	0.475127
{11, 7}	2	78.044252	1.000000	0.474738	0.474738
{47, 5}	2	29.106914	1.000000	0.474294	0.474293
{44, 73}	2	20.554954	1.000000	0.474019	0.474019
{34, 46}	2	93.082397	1.000000	0.473951	0.473951
{13, 38}	2	36.840506	1.000000	0.472994	0.472994
{51, 62}	2	48.623791	1.000000	0.472871	0.472871
{38, 54}	2	80.277302	1.000000	0.471814	0.471814
{38, 50}	2	60.050839	1.000000	0.471439	0.471439
{5, 73}	2	18.036544	0.999997	0.471245	0.471243
{29, 7}	2	114.539567	1.000000	0.470970	0.470970
{1, 15}	2	77.668528	1.000000	0.470741	0.470741
{31, 70}	2	64.473872	1.000000	0.469887	0.469887
{55, 64}	2	27.561160	1.000000	0.469679	0.469679
{14, 9}	2	69.550006	1.000000	0.468781	0.468781
{24, 70}	2	50.719239	1.000000	0.468206	0.468206
{15, 56}	2	73.667367	1.000000	0.468086	0.468086
{62, 68}	2	118.704005	1.000000	0.467862	0.467862
{33, 36}	2	3.420858	0.664266	0.703925	0.467593
{14, 28}	2	23.004714	1.000000	0.467467	0.467466
{13, 36}	2	50.482134	1.000000	0.467028	0.467028
{11, 72}	2	67.629290	1.000000	0.466547	0.466547
{20, 38}	2	30.924112	1.000000	0.466071	0.466071
{27, 51}	2	33.990709	1.000000	0.466002	0.466002
{1, 23}	2	55.327185	1.000000	0.465875	0.465875
{36, 54}	2	102.832668	1.000000	0.465848	0.465848
{25, 64}	2	109.511207	1.000000	0.465753	0.465753
{38, 43}	2	4.393964	0.814139	0.571914	0.465618
{36, 50}	2	72.222234	1.000000	0.465473	0.465473
{13, 65}	2	5.727414	0.924704	0.503314	0.465416
{16, 48}	2	52.241048	1.000000	0.464905	0.464905
{60, 62}	2	126.728546	1.000000	0.464855	0.464855
{40, 9}	2	115.388244	1.000000	0.463626	0.463626
{46, 73}	2	16.931738	0.999993	0.463229	0.463225
{23, 56}	2	53.266300	1.000000	0.463220	0.463220
{11, 71}	2	23.889275	1.000000	0.462827	0.462826
{29, 72}	2	112.464166	1.000000	0.462778	0.462778
{28, 40}	2	36.043476	1.000000	0.462312	0.462311
{10, 62}	2	9.443387	0.995641	0.464318	0.462294
{74}	1	245.332827	1.000000	0.461649	0.461649
{27, 68}	2	83.375842	1.000000	0.460993	0.460993
{64, 66}	2	108.846275	1.000000	0.460766	0.460766
{20, 36}	2	35.442513	1.000000	0.460106	0.460105
{19, 38}	2	59.479263	1.000000	0.459682	0.459682
{43, 7}	2	3.846922	0.738598	0.622189	0.459547
{29, 71}	2	36.936819	1.000000	0.459058	0.459057
{12, 13}	2	21.046979	1.000000	0.458666	0.458665
{24, 43}	2	4.865218	0.863527	0.531152	0.458664
{27, 60}	2	91.658188	1.000000	0.457986	0.457986
{12, 54}	2	35.149467	1.000000	0.457485	0.457485
{12, 50}	2	34.831067	1.000000	0.457110	0.457110
{21, 64}	2	113.953298	1.000000	0.456693	0.456693
{3, 55}	2	27.666471	1.000000	0.456691	0.456690
{25, 33}	2	4.194202	0.788994	0.578316	0.456287
{14, 15}	2	37.905718	1.000000	0.456232	0.456231
{16, 7}	2	50.734984	1.000000	0.455994	0.455994
{38, 44}	2	90.733928	1.000000	0.455610	0.455610
{18, 25}	2	14.404339	0.999934	0.455631	0.455601
{56, 69}	2	5.556350	0.915045	0.497483	0.455219
{52, 9}	2	122.909189	1.000000	0.455019	0.455019
{11, 65}	2	22.562060	1.000000	0.454784	0.454784
{19, 36}	2	87.957320	1.000000	0.453716	0.453716
{28, 52}	2	38.978213	1.000000	0.453705	0.453704
{11, 34}	2	78.429754	1.000000	0.453596	0.453596
{38, 5}	2	89.572247	1.000000	0.452835	0.452835
{36, 39}	2	36.780177	1.000000	0.452817	0.452816
{25, 3}	2	117.174106	1.000000	0.452765	0.452765
{39, 65}	2	5.719000	0.924253	0.489103	0.452055
{12, 20}	2	16.988780	0.999993	0.451743	0.451740
{14, 23}	2	32.799530	1.000000	0.451366	0.451366
{15, 40}	2	71.617842	1.000000	0.451077	0.451077
{29, 65}	2	21.307978	1.000000	0.451015	0.451015
{18, 66}	2	14.857440	0.999955	0.450644	0.450624
{1, 51}	2	50.602060	1.000000	0.450461	0.450461
{4, 48}	2	17.625841	0.999996	0.450037	0.450035
{29, 34}	2	113.140820	1.000000	0.449827	0.449827
{36, 44}	2	123.959778	1.000000	0.449644	0.449644
{51, 56}	2	43.878435	1.000000	0.447806	0.447806
{16, 72}	2	46.831794	1.000000	0.447803	0.447803
{3, 66}	2	116.223945	1.000000	0.447778	0.447778
{70, 9}	2	83.337922	1.000000	0.447547	0.447547
{13, 58}	2	52.537690	1.000000	0.447214	0.447214
{36, 5}	2	116.921350	1.000000	0.446869	0.446869
{18, 21}	2	15.267254	0.999969	0.446571	0.446557
{52, 69}	2	6.183914	0.945752	0.471867	0.446268
{28, 70}	2	31.694884	1.000000	0.446232	0.446232
{23, 40}	2	48.015695	1.000000	0.446211	0.446211
{54, 58}	2	99.066314	1.000000	0.446033	0.446033
{11, 47}	2	17.137514	0.999994	0.445923	0.445920
{50, 58}	2	79.053895	1.000000	0.445658	0.445658
{40, 69}	2	5.781109	0.927521	0.480474	0.445649
{1, 68}	2	116.423035	1.000000	0.445453	0.445453
{12, 19}	2	30.124061	1.000000	0.445354	0.445353
{38, 46}	2	67.588423	1.000000	0.444819	0.444819
{27, 69}	2	4.852195	0.862334	0.515679	0.444687
{12, 39}	2	16.979479	0.999993	0.444454	0.444451
{16, 71}	2	15.927683	0.999983	0.444083	0.444075
{21, 3}	2	118.148052	1.000000	0.443705	0.443705
{13, 42}	2	50.717214	1.000000	0.442936	0.442936
{11, 73}	2	19.930292	1.000000	0.442874	0.442873
{56, 68}	2	114.773864	1.000000	0.442797	0.442797
{15, 52}	2	75.472665	1.000000	0.442470	0.442470
{1, 60}	2	127.803362	1.000000	0.442445	0.442445
{29, 47}	2	24.689848	1.000000	0.442154	0.442153
{42, 54}	2	101.430030	1.000000	0.441756	0.441756
{42, 50}	2	71.887824	1.000000	0.441381	0.441381
{12, 44}	2	45.487244	1.000000	0.441281	0.441281
{4, 7}	2	14.996536	0.999961	0.441127	0.441110
{20, 58}	2	39.523313	1.000000	0.440291	0.440291
{56, 60}	2	125.051244	1.000000	0.439790	0.439790
{55, 62}	2	24.583159	1.000000	0.439473	0.439473
{29, 73}	2	17.850963	0.999997	0.439105	0.439103
{36, 46}	2	96.941537	1.000000	0.438853	0.438853
{34, 43}	2	3.793652	0.730076	0.601046	0.438809
{1, 10}	2	8.817389	0.992787	0.441908	0.438721
{21, 49}	2	3.670696	0.709574	0.618022	0.438533
{12, 5}	2	44.789524	1.000000	0.438507	0.438507
{24, 33}	2	3.369546	0.654349	0.669128	0.437843
{23, 52}	2	53.900521	1.000000	0.437604	0.437604
{64, 74}	2	104.115862	1.000000	0.437440	0.437440
{10, 56}	2	9.475608	0.995753	0.439253	0.437388
{20, 42}	2	34.592273	1.000000	0.436014	0.436013
{14, 51}	2	21.405021	1.000000	0.435952	0.435952
{25, 62}	2	131.122921	1.000000	0.435547	0.435547
{15, 70}	2	47.903401	1.000000	0.434997	0.434997
{16, 34}	2	47.672620	1.000000	0.434852	0.434852
{13, 31}	2	39.436420	1.000000	0.433912	0.433912
{19, 58}	2	82.352954	1.000000	0.433902	0.433902
{39, 58}	2	30.897619	1.000000	0.433002	0.433002
{4, 72}	2	12.776095	0.999730	0.432935	0.432818
{18, 47}	2	3.679550	0.711090	0.608665	0.432815
{31, 54}	2	76.059881	1.000000	0.432732	0.432732
{27, 55}	2	21.909611	1.000000	0.432604	0.432604
{31, 50}	2	62.328635	1.000000	0.432357	0.432357
{13, 24}	2	31.544102	1.000000	0.432232	0.432231
{49, 58}	2	3.054704	0.588953	0.732876	0.431630
{24, 54}	2	71.954427	1.000000	0.431051	0.431051
{14, 68}	2	66.619371	1.000000	0.430944	0.430944
{40, 51}	2	45.718533	1.000000	0.430797	0.430797
{24, 50}	2	46.210046	1.000000	0.430676	0.430676
{62, 66}	2	126.574366	1.000000	0.430560	0.430560
{12, 46}	2	34.464396	1.000000	0.430491	0.430490
{23, 70}	2	29.968783	1.000000	0.430132	0.430131
{44, 58}	2	120.317938	1.000000	0.429829	0.429829
{21, 33}	2	3.952379	0.754836	0.569256	0.429694
{19, 42}	2	81.285307	1.000000	0.429624	0.429624
{18, 51}	2	4.940913	0.870282	0.492955	0.429010
{39, 42}	2	38.122938	1.000000	0.428725	0.428724
{25, 27}	2	98.102005	1.000000	0.428678	0.428678
{14, 60}	2	69.187954	1.000000	0.427936	0.427936
{18, 74}	2	13.449606	0.999849	0.427318	0.427253
{5, 58}	2	118.711765	1.000000	0.427055	0.427055
{20, 31}	2	34.278556	1.000000	0.426990	0.426989
{21, 62}	2	132.641540	1.000000	0.426487	0.426487
{16, 47}	2	10.097252	0.997443	0.427179	0.426086
{40, 68}	2	110.689662	1.000000	0.425789	0.425789
{43, 9}	2	4.565973	0.833708	0.510492	0.425601
{42, 44}	2	114.766553	1.000000	0.425551	0.425551
{20, 24}	2	19.570253	0.999999	0.425309	0.425309
{11, 38}	2	62.519146	1.000000	0.424464	0.424464
{3, 74}	2	107.987564	1.000000	0.424451	0.424451
{27, 66}	2	93.687252	1.000000	0.423691	0.423691
{16, 73}	2	10.841966	0.998619	0.424130	0.423544
{40, 60}	2	123.107876	1.000000	0.422781	0.422781
{42, 5}	2	114.627372	1.000000	0.422777	0.422777
{51, 52}	2	46.991922	1.000000	0.422190	0.422190
{10, 14}	2	8.081628	0.987096	0.427399	0.421884
{29, 38}	2	87.999651	1.000000	0.420695	0.420695
{19, 31}	2	60.533852	1.000000	0.420600	0.420600
{34, 4}	2	16.734976	0.999991	0.419984	0.419980
{31, 39}	2	29.712891	1.000000	0.419701	0.419700
{21, 27}	2	94.660325	1.000000	0.419618	0.419618
{46, 58}	2	91.463059	1.000000	0.419039	0.419039
{19, 24}	2	52.312717	1.000000	0.418920	0.418920
{43, 48}	2	3.417856	0.663692	0.631099	0.418855
{11, 36}	2	82.673229	1.000000	0.418498	0.418498
